Company,Date,mean,pos,neg,neu
PG,2019-02-01,-0.003454074,0,0,1
PG,2019-03-01,-0.29989976,0,0,1
PG,2019-04-01,-0.056866742,1,2,5
PG,2019-05-01,0.192297675,1,0,2
PG,2019-06-01,-0.067355485,1,1,0
PG,2019-07-01,-0.053599437,1,1,5
PG,2019-08-01,0.135490625,1,0,3
PG,2019-09-01,0,0,0,0
PG,2019-10-01,-0.050796577,0,0,4
PG,2019-11-01,0.236900167,1,0,2
PG,2019-12-01,-0.69743453,0,2,0
PG,2020-01-01,-0.122271624,0,1,6
PG,2020-02-01,-0.63294858,0,2,1
PG,2020-03-01,-0.305130589,3,7,5
PG,2020-04-01,0.106893756,3,1,5
PG,2020-05-01,-0.78085685,0,1,0
PG,2020-06-01,-0.355242143,0,3,3
PG,2020-07-01,0.283617636,3,0,4
PG,2020-08-01,-0.431611617,1,2,0
PG,2020-09-01,0,0,0,0
TSLA,2017-09-01,-0.018506727,5,9,21
TSLA,2017-10-01,-0.127642538,4,9,18
TSLA,2017-11-01,-0.381254145,0,15,14
TSLA,2017-12-01,-0.053142192,4,4,13
TSLA,2018-01-01,-0.294491527,1,11,10
TSLA,2018-02-01,-0.114649485,5,8,11
TSLA,2018-03-01,-0.229468335,6,16,15
TSLA,2018-04-01,-0.231924718,6,14,11
TSLA,2018-05-01,-0.212734854,7,20,21
TSLA,2018-06-01,-0.363689301,1,14,15
TSLA,2018-07-01,-0.163955902,5,14,23
TSLA,2018-08-01,-0.17278189,6,26,51
TSLA,2018-09-01,-0.28866074,4,25,26
TSLA,2018-10-01,-0.089453959,7,16,38
TSLA,2018-11-01,-0.324213124,2,15,17
TSLA,2018-12-01,-0.139853594,8,10,23
TSLA,2019-01-01,-0.302230992,7,21,15
TSLA,2019-02-01,-0.244383309,4,19,22
TSLA,2019-03-01,-0.252366608,4,18,23
TSLA,2019-04-01,-0.272189491,3,18,30
TSLA,2019-05-01,-0.34487281,5,21,15
TSLA,2019-06-01,-0.094986124,5,8,15
TSLA,2019-07-01,-0.294554037,5,12,8
TSLA,2019-08-01,-0.276979499,2,11,15
TSLA,2019-09-01,-0.174168094,2,4,9
TSLA,2019-10-01,-0.112037798,3,7,15
TSLA,2019-11-01,-0.13450123,2,7,16
TSLA,2019-12-01,-0.043435878,7,7,14
TSLA,2020-01-01,-0.114800237,11,15,19
TSLA,2020-02-01,-0.223944753,7,13,18
TSLA,2020-03-01,-0.28196324,6,19,18
TSLA,2020-04-01,-0.180521068,7,18,17
TSLA,2020-05-01,-0.206747046,6,18,28
TSLA,2020-06-01,-0.002792658,13,14,26
TSLA,2020-07-01,0.050680656,21,11,22
TSLA,2020-08-01,0.0902312,14,11,15
TSLA,2020-09-01,0.002256944,21,28,46
V,2017-09-01,-0.407570965,0,1,3
V,2017-10-01,0.307914403,5,1,3
V,2017-11-01,0.06230577,0,0,1
V,2017-12-01,-0.127357295,1,2,1
V,2018-01-01,0.02814525,1,1,3
V,2018-02-01,-0.020553766,2,2,6
V,2018-03-01,0.124565075,0,0,2
V,2018-04-01,0.189924523,2,1,2
V,2018-05-01,-0.180398514,1,4,5
V,2018-06-01,-0.198494221,2,2,1
V,2018-07-01,-0.191886187,3,7,3
V,2018-08-01,0.021128165,0,1,4
V,2018-09-01,-0.084797427,2,2,1
V,2018-10-01,0.017939003,4,3,6
V,2018-11-01,-0.094286447,1,2,3
V,2018-12-01,-0.519542881,0,4,1
V,2019-01-01,0.036291257,5,3,3
V,2019-02-01,0.209887422,2,0,3
V,2019-03-01,-0.088884298,1,2,3
V,2019-04-01,0.303725535,4,0,3
V,2019-05-01,-0.038740584,0,0,5
V,2019-06-01,0.322839141,3,0,7
V,2019-07-01,-0.125110685,0,2,6
V,2019-08-01,0.163987933,2,2,0
V,2019-09-01,0.263254587,3,1,2
V,2019-10-01,0.018561803,3,2,8
V,2019-11-01,0.010064345,0,0,5
V,2019-12-01,-0.079290769,1,1,4
V,2020-01-01,-0.110834314,3,5,8
V,2020-02-01,0.241717744,1,0,4
V,2020-03-01,-0.510719563,0,4,4
V,2020-04-01,0.114366172,2,2,5
V,2020-05-01,0.118912951,1,0,4
V,2020-06-01,0.507606245,5,0,3
V,2020-07-01,-0.332134925,0,4,3
V,2020-08-01,-0.091977152,1,2,3
V,2020-09-01,0.124619921,1,1,1
WMA,2017-09-01,-0.065011375,1,2,14
WMA,2017-10-01,0.121993185,3,1,9
WMA,2017-11-01,-0.062175314,6,7,8
WMA,2017-12-01,-0.254121956,1,5,6
WMA,2018-01-01,-0.187058222,2,5,11
WMA,2018-02-01,-0.077829564,3,7,15
WMA,2018-03-01,-0.067400361,3,5,8
WMA,2018-04-01,0.109359645,4,2,12
WMA,2018-05-01,-0.049917665,3,5,11
WMA,2018-06-01,-0.248349722,0,3,5
WMA,2018-07-01,-0.128819584,2,5,12
WMA,2018-08-01,0.018849451,7,6,7
WMA,2018-09-01,-0.164835826,0,4,9
WMA,2018-10-01,0.065883628,6,5,18
WMA,2018-11-01,-0.134609992,6,8,9
WMA,2018-12-01,-0.23882185,2,6,11
WMA,2019-01-01,0.092556212,8,6,2
WMA,2019-02-01,-0.233604338,3,8,13
WMA,2019-03-01,-0.120907301,1,2,5
WMA,2019-04-01,-0.234024766,1,3,5
WMA,2019-05-01,-0.053517958,5,4,12
WMA,2019-06-01,-0.018316547,2,4,14
WMA,2019-07-01,-0.292365924,2,7,5
WMA,2019-08-01,-0.031633499,4,4,11
WMA,2019-09-01,-0.008809016,4,4,3
WMA,2019-10-01,-0.148857775,2,5,12
WMA,2019-11-01,-0.066773179,3,4,5
WMA,2019-12-01,-0.179161763,2,5,3
WMA,2020-01-01,-0.058545276,4,5,8
WMA,2020-02-01,-0.247950864,2,6,10
WMA,2020-03-01,-0.208811426,6,12,18
WMA,2020-04-01,-0.109687631,3,6,16
WMA,2020-05-01,-0.152835152,4,12,5
WMA,2020-06-01,-0.107880372,4,5,8
WMA,2020-07-01,-0.058508366,5,6,10
WMA,2020-08-01,-0.09664959,4,9,15
WMA,2020-09-01,0.101943256,11,7,28
